timestamp,value,is_anomaly
0,3.0,0
1,-5.0,0
2,-8.0,0
3,-3.0,0
4,1.0,0
5,6.0,0
6,7.0,0
7,10.0,0
8,12.0,0
9,12.0,0
10,12.0,0
11,11.0,0
12,11.0,0
13,8.0,0
14,7.0,0
15,10.0,0
16,3.0,0
17,-57.0,0
18,-173.0,0
19,-271.0,0
20,-108.0,0
21,87.0,0
22,95.0,0
23,78.0,0
24,38.0,0
25,14.0,0
26,4.0,0
27,-1.0,0
28,-3.0,0
29,-5.0,0
30,-6.0,0
31,-7.0,0
32,-9.0,0
33,-12.0,0
34,-13.0,0
35,-14.0,0
36,-16.0,0
37,-18.0,0
38,-21.0,0
39,-22.0,0
40,-28.0,0
41,-31.0,0
42,-40.0,0
43,-47.0,0
44,-56.0,0
45,-63.0,0
46,-72.0,0
47,-79.0,0
48,-82.0,0
49,-84.0,0
50,-81.0,0
51,-75.0,0
52,-61.0,0
53,-46.0,0
54,-33.0,0
55,-22.0,0
56,-15.0,0
57,-10.0,0
58,-5.0,0
59,-2.0,0
60,1.0,0
61,1.0,0
62,1.0,0
63,2.0,0
64,1.0,0
65,1.0,0
66,1.0,0
67,-1.0,0
68,-2.0,0
69,-1.0,0
70,-1.0,0
71,-1.0,0
72,-2.0,0
73,-1.0,0
74,-1.0,0
75,0.0,0
76,0.0,0
77,1.0,0
78,2.0,0
79,1.0,0
80,2.0,0
81,3.0,0
82,3.0,0
83,5.0,0
84,4.0,0
85,5.0,0
86,5.0,0
87,6.0,0
88,6.0,0
89,4.0,0
90,5.0,0
91,4.0,0
92,5.0,0
93,5.0,0
94,4.0,0
95,5.0,0
96,4.0,0
97,1.0,0
98,-3.0,0
99,-6.0,0
100,-11.0,0
101,-13.0,0
102,-7.0,0
103,-3.0,0
104,1.0,0
105,3.0,0
106,9.0,0
107,9.0,0
108,8.0,0
109,8.0,0
110,9.0,0
111,9.0,0
112,7.0,0
113,5.0,0
114,7.0,0
115,-19.0,0
116,-103.0,0
117,-223.0,0
118,-198.0,0
